,assessment_date,county,sub-county,location_type,households_in_location,households_departed,departure_date,1st_reason_for_departure,2nd_reason_for_departure,3rd_reason_for_departure,households_pastoralism_drop,pastoralism_drop_date,1st_reason_to_drop,2nd_reason_to_drop,3rd_reason_to_drop,households_arrived,arrival_date,country_arrived_from,sub-county_arrived_from,1st_reason_for_departure_from_origin,2nd_reason_for_departure_from_origin,3rd_reason_for_departure_from_origin,households_returned,country_returned_from,sub-county_returned_from,1st_reason_for_returning,2nd_reason_for_returning,livelihood_1,households_livelihood_1,livelihood_2,households_livelihood_2,livelihood_3,households_livelihood_3,1st_challenge,2nd_challenge,3rd_challenge,1st_health_concern,2nd_health_concern,3rd_health_concern,functional_watersources,watersource_distance,water_queue_time,percent_drinkingwater_access,percent_cookingwater_access,educational_facility,students,school_dropouts,safety_concerns
739,2022-09-11,Garissa,Dadaab,Village,100,10,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,40,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,15,2020 To 2022,Kenya,Fafi,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,20,Kenya,Lagdera,Drought,Flash Floods Or Seasonal Floods,Other,363,Pastoralism,83,Trade,26,Environmental Challenges,Loss Of Livelihood,Resource Based Conflict,Malaria,Diarrhea,Pneumonia,2,10,10,75,75,Yes,200,10,Lack Of Basic Services Water Electricity Etc
740,2022-09-11,Garissa,Dadaab,Village,300,50,2020 To 2022,Drought,Resource-Based Conflict,Fires,90,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,85,Kenya,Wajir/South,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
741,2022-09-11,Garissa,Dadaab,Village,350,80,2020 To 2022,Drought,Fires,Flash Floods Or Seasonal Floods,200,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,0,Other,Other,Other,Other,Other,Other,70,Kenya,Fafi,Drought,Fires,Pastoralism,4000,Trade,100,Employment (Includes Public And Private Sectors),40,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Diarrhea,Acute Malnutrition,0,50,10,75,75,Yes,400,20,Weather
742,2022-09-11,Garissa,Dadaab,Village,1097,195,2020 To 2022,Drought,Resource-Based Conflict,Other,500,2020 To 2022,Drought,Resource-Based Conflict,Other,400,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Trade,3318,Other,3318,Pastoralism,3318,Environmental Challenges,Safety And Security,Resource Based Conflict,Malaria,Pneumonia,Diarrhea,1,50,50,25,25,Yes,30,320,Weather
743,2022-09-10,Garissa,Garissa Township,Village,157,0,Other,Other,Other,Other,100,2020 To 2022,Drought,Other,Drought,55,2020 To 2022,Kenya,Fafi,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Trade,890,Pastoralism,551,Farming,312,Environmental Challenges,Safety And Security,No Additional Challenge,Pneumonia,No Additional Challenge,No Additional Challenge,2,10,10,75,100,Yes,2396,510,Lack Of Privacy
744,2022-09-09,Garissa,Balambala,Village,270,15,2020 To 2022,Drought,Resource-Based Conflict,Other,110,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Other,Other,Other,Other,Other,35,Other,Other,Other,Other,Pastoralism,400,Trade,64,Other,400,Lack Of Food And Water,Loss Of Livelihood,No Additional Challenge,Malaria,Pneumonia,Diarrhea,0,50,50,50,50,Yes,250,10,Lack Of Privacy
745,2022-09-12,Garissa,Lagdera,Village,3700,1200,2020 To 2022,Drought,Resource-Based Conflict,Other,2500,2020 To 2022,Drought,Resource-Based Conflict,Other,60,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,840,Kenya,Dadaab,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
746,2022-09-12,Garissa,Lagdera,Village,330,500,2020 To 2022,Drought,Resource-Based Conflict,Other,200,2020 To 2022,Drought,Resource-Based Conflict,Other,10,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,120,Kenya,Dadaab,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
747,2022-09-12,Garissa,Lagdera,Village,170,50,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Other,Other,50,Kenya,Lagdera,Drought,Resource-Based Conflict,Pastoralism,400,Agro Pastoralism,100,Trade,120,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,No Additional Challenge,4,10,10,25,75,Yes,700,50,Lack Of Privacy
748,2022-09-12,Garissa,Ijara,Village,1500,160,2020 To 2022,Drought,Resource-Based Conflict,Other,960,2020 To 2022,Drought,Resource-Based Conflict,Other,80,2020 To 2022,Kenya,Lamu/West,Drought,Resource-Based Conflict,Other,480,Kenya,Lamu/West,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
749,2022-09-08,Garissa,Balambala,Village,90,30,2020 To 2022,Drought,Resource-Based Conflict,Other,20,2020 To 2022,Drought,Resource-Based Conflict,Other,10,2020 To 2022,Kenya,Balambala,Drought,Resource-Based Conflict,Other,20,Kenya,Lagdera,Drought,Resource-Based Conflict,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
750,2022-09-12,Garissa,Ijara,Village,400,100,2020 To 2022,Drought,Resource-Based Conflict,Other,150,2020 To 2022,Drought,Resource-Based Conflict,Other,120,2020 To 2022,Kenya,Fafi,Drought,Resource-Based Conflict,Other,130,Kenya,Lamu/East,Drought,Resource-Based Conflict,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
751,2022-09-12,Garissa,Ijara,Village,600,500,2020 To 2022,Drought,Resource-Based Conflict,Other,300,2020 To 2022,Drought,Resource-Based Conflict,Other,500,2020 To 2022,Kenya,Galole,Drought,Resource-Based Conflict,Other,500,Kenya,Lamu/West,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
752,2022-09-12,Garissa,Ijara,Village,150,0,Other,Other,Other,Other,0,Other,Other,Other,Other,0,Other,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,120,Trade,60,Farming,10,Ethnic Conflicts,No Additional Challenge,No Additional Challenge,Malaria,Typhoid,Acute Malnutrition,2,10,38,0,0,Yes,300,50,Weather
753,2022-09-08,Garissa,Garissa Township,Village,290,0,Other,Other,Other,Other,200,2020 To 2022,Drought,Resource-Based Conflict,Other,52,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
754,2022-09-12,Garissa,Ijara,Village,250,0,Other,Other,Other,Other,100,2020 To 2022,Drought,Other,Other,60,2020 To 2022,Kenya,Fafi,Drought,Other,Other,30,Kenya,Galole,Drought,Other,Pastoralism,200,Farming,10,Trade,5,Other,Safety And Security,Lack Of Food And Water,Diarrhea,No Additional Challenge,No Additional Challenge,0,50,50,100,25,Yes,455,0,Weather
755,2022-09-11,Garissa,Lagdera,Village,1800,500,2020 To 2022,Drought,Resource-Based Conflict,Other,800,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,100,Kenya,Dadaab,Drought,Resource-Based Conflict,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
756,2022-09-12,Garissa,Garissa Township,Village,500,0,Other,Other,Other,Other,223,2020 To 2022,Drought,Resource-Based Conflict,Other,51,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
757,2022-09-11,Garissa,Garissa Township,Village,350,0,Other,Other,Other,Other,10,2020 To 2022,Drought,Resource-Based Conflict,Other,45,2020 To 2022,Kenya,Balambala,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Pastoralism,800,Trade,100,Employment (Includes Public And Private Sectors),50,Ethnic Conflicts,Lack Of Food And Water,Lack Of Access To Essential Services,Diarrhea,Other,No Additional Challenge,30,10,10,100,75,Yes,428,21,Other
758,2022-09-11,Garissa,Garissa Township,Village,318,0,Other,Other,Other,Other,0,Other,Other,Other,Other,47,2020 To 2022,Kenya,Fafi,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Pastoralism,500,Trade,60,Other,0,Lack Of Food And Water,Other,No Additional Challenge,Acute Malnutrition,No Additional Challenge,No Additional Challenge,1,50,26,75,75,Yes,650,0,Weather
759,2022-09-11,Garissa,Lagdera,Village,250,50,2020 To 2022,Drought,Resource-Based Conflict,Other,12,2020 To 2022,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Other,Other,7,Kenya,Wajir/South,Drought,Resource-Based Conflict,Pastoralism,400,Agro Pastoralism,100,Trade,120,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,No Additional Challenge,4,10,10,25,75,Yes,700,50,Lack Of Privacy
760,2022-09-12,Garissa,Garissa Township,Town In Urban,200,0,Other,Other,Other,Other,17,2020 To 2022,Drought,Drought,Other,3,2020 To 2022,Kenya,Bura,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
761,2022-09-11,Garissa,Fafi,Village,200,100,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Drought,Resource-Based Conflict,Other,300,2020 To 2022,Kenya,Fafi,Drought,Other,Resource-Based Conflict,200,Kenya,Fafi,Drought,Other,Pastoralism,200,Farming,180,Trade,5,Lack Of Food And Water,Safety And Security,Loss Of Livelihood,Typhoid,Malaria,Amoeba,1,50,10,75,75,Yes,120,0,Weather
762,2022-09-12,Garissa,Dadaab,Village,110,12,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,40,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,15,2020 To 2022,Kenya,Fafi,Resource-Based Conflict,Drought,Flash Floods Or Seasonal Floods,25,Kenya,Wajir/South,Drought,Resource-Based Conflict,Pastoralism,200,Farming,100,Trade,100,Environmental Challenges,No Additional Challenge,No Additional Challenge,Malaria,Tuberculosis,No Additional Challenge,2,26,26,100,100,Yes,270,20,Weather
763,2022-09-12,Garissa,Dadaab,Village,300,50,2020 To 2022,Drought,Resource-Based Conflict,Other,205,2020 To 2022,Drought,Resource-Based Conflict,Other,45,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,1500,Trade,250,Employment (Includes Public And Private Sectors),100,Environmental Challenges,Safety And Security,Resource Based Conflict,Diarrhea,Reproductive Complication,No Additional Challenge,3,10,10,75,75,Yes,1500,150,Lack Of Basic Services Water Electricity Etc
764,2022-09-12,Garissa,Dadaab,Village,120,10,2020 To 2022,Drought,Resource-Based Conflict,Other,20,2020 To 2022,Drought,Resource-Based Conflict,Other,10,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,12,Kenya,Fafi,Drought,Resource-Based Conflict,Pastoralism,750,Other,40,Employment (Includes Public And Private Sectors),10,Resource Based Conflict,Lack Of Food And Water,Environmental Challenges,Typhoid,Malaria,Diarrhea,12,50,50,25,25,No,115,100,Weather
765,2022-09-12,Garissa,Dadaab,Village,450,100,2020 To 2022,Drought,Fires,Resource-Based Conflict,300,2020 To 2022,Drought,Resource-Based Conflict,Fires,0,Other,Other,Other,Other,Other,Other,50,Kenya,Wajir/South,Drought,Resource-Based Conflict,Pastoralism,400,Agro Pastoralism,100,Trade,120,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,No Additional Challenge,4,10,10,25,75,Yes,700,50,Lack Of Privacy
766,2022-09-12,Garissa,Dadaab,Village,600,300,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Drought,Other,Resource-Based Conflict,150,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,50,Kenya,Lagdera,Drought,Resource-Based Conflict,Pastoralism,400,Farming,200,Trade,100,Lack Of Food And Water,Environmental Challenges,Loss Of Livelihood,Malaria,Pneumonia,Typhoid,3,50,10,25,50,Yes,800,25,Weather
767,2022-09-12,Garissa,Dadaab,Village,500,50,2020 To 2022,Drought,Resource-Based Conflict,Other,350,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,1500,Trade,250,Employment (Includes Public And Private Sectors),100,Environmental Challenges,Safety And Security,Resource Based Conflict,Diarrhea,Reproductive Complication,No Additional Challenge,3,10,10,75,75,Yes,1500,150,Lack Of Basic Services Water Electricity Etc
768,2022-09-11,Garissa,Dadaab,Village,200,35,2020 To 2022,Drought,Resource-Based Conflict,Other,55,2020 To 2022,Drought,Resource-Based Conflict,Other,40,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,30,Kenya,Wajir/South,Drought,Resource-Based Conflict,Pastoralism,487,Trade,28,Employment (Includes Public And Private Sectors),15,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Diarrhea,Malaria,No Additional Challenge,3,38,38,75,75,Yes,19,0,Lack Of Basic Services Water Electricity Etc
769,2022-09-11,Garissa,Dadaab,Village,1600,500,2020 To 2022,Drought,Resource-Based Conflict,Other,400,2020 To 2022,Drought,Resource-Based Conflict,Other,350,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,300,Kenya,Wajir/South,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
770,2022-09-07,Garissa,Balambala,Village,950,200,2020 To 2022,Drought,Other,Resource-Based Conflict,400,2020 To 2022,Drought,Other,Drought,200,2020 To 2022,Kenya,Balambala,Drought,Other,Resource-Based Conflict,50,Kenya,Balambala,Drought,Other,Pastoralism,400,Farming,200,Trade,100,Lack Of Food And Water,Environmental Challenges,Loss Of Livelihood,Malaria,Pneumonia,Typhoid,3,50,10,25,50,Yes,800,25,Weather
771,2022-09-05,Garissa,Balambala,Village,130,40,2020 To 2022,Drought,Other,Resource-Based Conflict,70,2020 To 2022,Drought,Other,Drought,150,2020 To 2022,Kenya,Balambala,Drought,Other,Resource-Based Conflict,80,Kenya,Balambala,Drought,Other,Pastoralism,2000,Trade,500,Employment (Includes Public And Private Sectors),10,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Diarrhea,Injury,3,50,50,25,25,Yes,700,10,Lack Of Privacy
772,2022-09-13,Garissa,Garissa Township,Town In Urban,200,0,Other,Other,Other,Other,0,Other,Other,Other,Other,30,2020 To 2022,Kenya,Ijara,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Pastoralism,500,Trade,60,Other,0,Lack Of Food And Water,Other,No Additional Challenge,Acute Malnutrition,No Additional Challenge,No Additional Challenge,1,50,26,75,75,Yes,650,0,Weather
773,2022-09-13,Garissa,Garissa Township,Town In Urban,250,50,2020 To 2022,Drought,Resource-Based Conflict,Other,70,2020 To 2022,Drought,Drought,Other,100,Before 2020,Kenya,Ijara,Drought,Other,Resource-Based Conflict,30,Kenya,Fafi,Drought,Other,Other,2000,Trade,500,Employment (Includes Public And Private Sectors),20,Safety And Security,Ethnic Conflicts,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,5,26,10,25,25,Yes,150,50,Weather
774,2022-09-13,Garissa,Lagdera,Village,250,50,2020 To 2022,Drought,Resource-Based Conflict,Other,80,2020 To 2022,Drought,Resource-Based Conflict,Other,10,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,30,Kenya,Dadaab,Drought,Resource-Based Conflict,Pastoralism,750,Other,360,Trade,80,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Malaria,Diarrhea,Typhoid,2,50,50,50,25,Yes,86,5,Weather
775,2022-09-12,Garissa,Garissa Township,Village,230,0,Other,Other,Other,Other,184,2020 To 2022,Drought,Other,Resource-Based Conflict,56,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
776,2022-09-12,Garissa,Garissa Township,Village,420,0,Other,Other,Other,Other,173,2020 To 2022,Drought,Other,Resource-Based Conflict,64,2020 To 2022,Kenya,Balambala,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
777,2022-09-12,Garissa,Garissa Township,Village,476,0,Other,Other,Other,Other,213,2020 To 2022,Drought,Resource-Based Conflict,Other,63,2020 To 2022,Kenya,Fafi,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
778,2022-09-12,Garissa,Garissa Township,Village,463,0,Other,Other,Other,Other,177,2020 To 2022,Drought,Resource-Based Conflict,Other,54,2020 To 2022,Kenya,Ijara,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
779,2022-09-08,Garissa,Balambala,Village,50,5,2020 To 2022,Drought,Resource-Based Conflict,Other,35,2020 To 2022,Drought,Resource-Based Conflict,Other,750,2020 To 2022,Kenya,Bura,Drought,Resource-Based Conflict,Other,140,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
780,2022-09-13,Garissa,Garissa Township,Town In Urban,350,0,Other,Other,Other,Other,140,2020 To 2022,Drought,Drought,Other,56,2020 To 2022,Kenya,Isiolo/North,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
781,2022-09-12,Garissa,Balambala,Village,650,400,2020 To 2022,Drought,Resource-Based Conflict,Other,150,2020 To 2022,Drought,Resource-Based Conflict,Other,160,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,103,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
